id,fuente_id,timestamp,valor,latitud,longitud
1276,4,2024-06-02T09:43:00Z,24.17,41.393584,2.168371
1277,2,2024-06-01T20:46:00Z,25.74,36.715713,-4.427326
1278,2,2024-06-01T17:38:00Z,25.16,36.724669,-4.423697
1279,2,2024-06-01T15:38:00Z,19.87,36.711747,-4.411917
1280,2,2024-06-01T15:21:00Z,32.69,36.726192,-4.42348
1281,1,2024-06-01T14:47:00Z,21.66,40.424441,-3.712923
1282,5,2024-06-02T06:00:00Z,28.87,37.768708,-122.427092
1283,3,2024-06-01T23:57:00Z,33.68,39.478303,-0.373989
1284,2,2024-06-02T07:57:00Z,15.58,36.730167,-4.416173
1285,1,2024-06-02T00:48:00Z,26.21,40.417082,-3.712853
1286,2,2024-06-01T15:09:00Z,23.59,36.719449,-4.422466
1287,5,2024-06-01T18:09:00Z,23.41,37.783606,-122.428467
1288,1,2024-06-01T18:45:00Z,29.94,40.41285,-3.700398
1289,5,2024-06-02T02:44:00Z,34.59,37.782284,-122.409711
1290,1,2024-06-01T12:24:00Z,23.38,40.41526,-3.706418
1291,2,2024-06-01T22:10:00Z,18.0,36.720045,-4.429727
1292,4,2024-06-02T09:03:00Z,30.59,41.38679,2.171455
1293,4,2024-06-02T04:23:00Z,16.82,41.390251,2.178365
1294,1,2024-06-02T01:36:00Z,24.72,40.414286,-3.704143
1295,1,2024-06-02T11:06:00Z,20.59,40.410059,-3.696852
1296,1,2024-06-01T19:15:00Z,22.65,40.413799,-3.698768
1297,2,2024-06-02T08:34:00Z,30.55,36.727682,-4.425447
1298,1,2024-06-02T06:30:00Z,27.46,40.410546,-3.693986
1299,4,2024-06-02T00:56:00Z,25.64,41.382195,2.165846
1300,5,2024-06-02T01:21:00Z,34.86,37.782035,-122.424599
1301,1,2024-06-01T18:45:00Z,17.62,40.417656,-3.701801
1302,5,2024-06-02T03:31:00Z,16.7,37.782438,-122.42439
1303,1,2024-06-01T17:39:00Z,31.87,40.40683,-3.695861
1304,3,2024-06-02T07:53:00Z,25.44,39.47329,-0.381949
1305,5,2024-06-02T09:48:00Z,21.4,37.768995,-122.426079
1306,1,2024-06-01T21:47:00Z,29.78,40.411501,-3.700637
1307,4,2024-06-01T19:30:00Z,34.75,41.392469,2.171665
1308,3,2024-06-01T14:37:00Z,17.77,39.46091,-0.379429
1309,5,2024-06-02T09:12:00Z,15.04,37.766394,-122.425893
1310,3,2024-06-02T05:38:00Z,25.49,39.460744,-0.366996
1311,5,2024-06-02T01:59:00Z,28.45,37.768011,-122.418931
1312,2,2024-06-01T22:10:00Z,22.97,36.730694,-4.411447
1313,1,2024-06-01T22:35:00Z,29.01,40.421291,-3.705224
1314,2,2024-06-01T12:54:00Z,32.59,36.712949,-4.426952
1315,1,2024-06-01T20:37:00Z,20.72,40.419877,-3.704194
1316,3,2024-06-01T20:00:00Z,29.62,39.461291,-0.374758
1317,3,2024-06-02T09:28:00Z,25.82,39.467603,-0.366794
1318,3,2024-06-02T08:20:00Z,21.01,39.478526,-0.37074
1319,3,2024-06-01T12:18:00Z,16.2,39.460797,-0.36739
1320,3,2024-06-02T02:11:00Z,27.9,39.460558,-0.376171
1321,5,2024-06-01T22:30:00Z,27.47,37.767732,-122.412856
1322,1,2024-06-01T21:11:00Z,26.08,40.418969,-3.701151
1323,2,2024-06-01T20:35:00Z,19.14,36.721492,-4.415976
1324,4,2024-06-01T17:59:00Z,16.02,41.375611,2.175802
1325,2,2024-06-01T18:18:00Z,30.72,36.714874,-4.419596
1326,3,2024-06-02T00:35:00Z,29.13,39.460639,-0.384388
1327,1,2024-06-01T23:15:00Z,23.55,40.420261,-3.704564
1328,1,2024-06-01T23:45:00Z,29.01,40.42061,-3.706714
1329,2,2024-06-02T00:43:00Z,27.1,36.712323,-4.424421
1330,4,2024-06-02T08:17:00Z,27.1,41.390565,2.164166
1331,1,2024-06-02T11:06:00Z,27.01,40.40731,-3.706764
1332,2,2024-06-01T15:20:00Z,32.13,36.721785,-4.415593
1333,5,2024-06-01T21:28:00Z,15.48,37.772265,-122.423596
1334,3,2024-06-02T07:20:00Z,18.43,39.4705,-0.371327
1335,5,2024-06-02T02:58:00Z,27.64,37.775631,-122.413477
1336,4,2024-06-02T08:14:00Z,19.32,41.393869,2.177895
1337,2,2024-06-02T02:41:00Z,19.06,36.722073,-4.430184
1338,3,2024-06-02T07:58:00Z,21.16,39.47285,-0.386167
1339,1,2024-06-01T23:25:00Z,24.98,40.416663,-3.703482
1340,2,2024-06-01T15:18:00Z,32.65,36.725268,-4.430689
1341,4,2024-06-02T04:55:00Z,29.27,41.383991,2.168682
1342,2,2024-06-01T12:35:00Z,22.68,36.731017,-4.424755
1343,1,2024-06-02T11:48:00Z,34.2,40.419158,-3.695493
1344,4,2024-06-01T15:20:00Z,32.97,41.388635,2.178255
1345,4,2024-06-01T13:00:00Z,34.19,41.384062,2.17427
1346,4,2024-06-01T18:22:00Z,29.14,41.384003,2.175234
1347,3,2024-06-01T19:50:00Z,32.76,39.4745,-0.376308
1348,4,2024-06-02T08:09:00Z,25.83,41.381819,2.169007
1349,2,2024-06-01T18:00:00Z,26.59,36.726044,-4.424848
1350,5,2024-06-02T05:25:00Z,32.16,37.779293,-122.410664
1351,1,2024-06-02T08:42:00Z,15.48,40.414261,-3.695324
1352,2,2024-06-01T18:14:00Z,20.07,36.715235,-4.418697
1353,4,2024-06-02T07:12:00Z,32.84,41.387316,2.170051
1354,5,2024-06-02T06:41:00Z,25.54,37.783384,-122.409737
1355,1,2024-06-02T03:43:00Z,23.13,40.41754,-3.703317
1356,4,2024-06-02T01:28:00Z,22.12,41.378945,2.178186
1357,5,2024-06-02T08:02:00Z,16.11,37.782677,-122.409735
1358,2,2024-06-02T06:03:00Z,21.26,36.718943,-4.418002
1359,5,2024-06-02T03:54:00Z,16.9,37.770282,-122.413622
1360,1,2024-06-01T15:10:00Z,26.9,40.417785,-3.707882
1361,2,2024-06-02T06:01:00Z,25.89,36.717525,-4.42677
1362,1,2024-06-01T21:13:00Z,24.47,40.418069,-3.703146
1363,3,2024-06-01T23:09:00Z,32.04,39.464199,-0.380744
1364,1,2024-06-02T08:28:00Z,26.16,40.4184,-3.712971
1365,3,2024-06-02T07:07:00Z,28.29,39.477707,-0.374433
1366,1,2024-06-02T02:07:00Z,15.76,40.416723,-3.703362
1367,4,2024-06-01T16:01:00Z,15.86,41.379548,2.175684
1368,5,2024-06-01T14:11:00Z,26.92,37.765264,-122.414685
1369,1,2024-06-01T23:31:00Z,24.27,40.409503,-3.710927
1370,4,2024-06-01T14:01:00Z,28.84,41.389395,2.182219
1371,1,2024-06-02T02:21:00Z,16.92,40.414488,-3.700356
1372,2,2024-06-02T00:46:00Z,31.06,36.731212,-4.42265
1373,4,2024-06-01T19:53:00Z,15.49,41.381555,2.169679
1374,2,2024-06-02T04:40:00Z,27.93,36.727903,-4.426864
1375,5,2024-06-01T21:49:00Z,30.0,37.768398,-122.419433
1376,3,2024-06-01T20:52:00Z,34.89,39.463971,-0.367807
1377,2,2024-06-01T14:46:00Z,18.12,36.713605,-4.430637
1378,2,2024-06-01T12:22:00Z,21.8,36.724705,-4.418769
1379,3,2024-06-02T08:01:00Z,33.82,39.477368,-0.380183
1380,4,2024-06-02T04:39:00Z,33.65,41.391503,2.169653
1381,2,2024-06-01T18:49:00Z,18.61,36.729224,-4.416089
1382,4,2024-06-02T02:56:00Z,22.61,41.38425,2.17493
1383,3,2024-06-02T03:49:00Z,15.68,39.466622,-0.379205
1384,3,2024-06-02T00:33:00Z,31.7,39.478266,-0.369306
1385,5,2024-06-01T13:31:00Z,24.34,37.769177,-122.42384
1386,1,2024-06-02T00:41:00Z,16.45,40.419555,-3.70994
1387,4,2024-06-01T23:07:00Z,31.7,41.386738,2.167113
1388,4,2024-06-01T12:54:00Z,15.07,41.393656,2.170984
1389,3,2024-06-01T14:41:00Z,31.2,39.474563,-0.384655
1390,2,2024-06-01T19:03:00Z,30.18,36.720838,-4.415511
1391,3,2024-06-02T07:07:00Z,29.6,39.46354,-0.368691
1392,4,2024-06-01T20:26:00Z,28.67,41.3802,2.180922
1393,2,2024-06-01T20:29:00Z,32.69,36.71563,-4.423808
1394,3,2024-06-02T05:43:00Z,27.16,39.470803,-0.384661
1395,3,2024-06-01T17:54:00Z,21.0,39.463226,-0.383801
1396,5,2024-06-01T20:39:00Z,19.67,37.776192,-122.425062
1397,5,2024-06-02T11:49:00Z,26.3,37.768657,-122.428777
1398,5,2024-06-02T01:53:00Z,16.02,37.76804,-122.421979
1399,4,2024-06-01T22:57:00Z,26.49,41.380306,2.182093
